source,description,category,fname,BE_Classification,arousal,valence,dominance,dynamics_rms_mean,dynamics_rms_std,rhythm_attacktime_mean,rhythm_tempo_mean,rhythm_tempo_std,rhythm_pulseclarity_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,spectral_centroid_mean,spectral_centroid_std,spectral_brightness_mean,spectral_brightness_std,spectral_spread_mean,spectral_spread_std,spectral_skewness_mean,spectral_skewness_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_flatness_mean,spectral_flatness_std,spectral_novelty_mean,spectral_novelty_std,spectral_roughness_mean,spectral_irregularity_mean,spectral_inharmonicity_mean,spectral_mfcc_mean_1,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_std_1,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,pitch_pitch_mean,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std,tonal_hcdf_mean,tonal_hcdf_std
Expanded,Electronic Sound23,Electric sound,208,F,6.125,3.833333333,4.75 ,0.03184,0.035568,0.027387,185.125961,1.56735,0.261616,4.666667,2.635931,3586.420697,911.973061,0.485698,0.122577,4423.422323,530.780184,2.055415,0.606712,6.980945,2.964332,14119.23516,1831.032527,7140.668555,2598.924655,0.81913,0.039119,0.284142,0.072265,0.030963,0.099486,135.974885,0.227372,0.440445,1.456735,-0.657896,-0.406409,-0.117704,-0.077581,0.079423,0.084526,-0.071903,-0.018305,-0.019613,-0.01291,-0.042869,0.021332,1.219238,0.995712,0.565599,0.397618,0.323823,0.336203,0.259456,0.230884,0.258242,0.16387,0.174466,0.16474,0.14187,5.867212,3.05737,39.626481,45.447842,883.523612,0.269515,0.218893,-0.011269,0.071561,0.186027,0.274439
Expanded,Thriller Suspense Film1,Sound Effect,209,F,5.833333333,2.291666667,3.96 ,0.085385,0.053064,0.018299,86.178605,25.135958,0.107127,1.666667,1.85745,837.431041,169.135803,0.103793,0.054437,1470.814068,267.863945,8.061348,1.417539,91.015851,30.053919,2220.669833,554.251981,1240.862482,400.235754,0.639721,0.026665,0.030602,0.010841,0.102595,0.177447,437.692343,0.436229,0.445268,5.672611,-0.48124,0.712785,-0.151312,-0.003245,0.293768,-0.089029,-0.307936,0.153097,0.220853,0.045015,0.08705,-0.00492,0.848724,0.505559,0.315062,0.254939,0.280544,0.284605,0.239979,0.290524,0.247537,0.236353,0.235242,0.223547,0.17534,5.474186,2.769776,65.701892,41.555006,446.668797,0.49692,0.149658,-0.028959,0.099836,0.237643,0.106145
Expanded,Cave1,Nature,211,U,4.541666667,4.583333333,5.50 ,0.03542,0.038307,0.043042,166.854499,16.997664,0.20143,0.666667,1.529772,3421.73964,790.121384,0.750972,0.067792,2795.657172,773.437237,2.266094,0.618285,11.451489,5.408155,8996.333008,2634.210531,5639.9646,2269.978755,0.8288,0.025003,0.147301,0.071716,0.025144,0.073039,449.961936,0.287108,0.463528,0.488478,-1.185677,0.166307,-0.581339,0.015833,-0.154976,-0.088897,-0.061889,-0.229946,0.403154,0.269514,0.000146,0.095131,0.672937,0.655888,0.254329,0.352605,0.305215,0.226927,0.201789,0.284865,0.206205,0.291457,0.239475,0.184417,0.160438,6.240402,2.867648,30.85771,33.855718,728.394191,0.414299,0.136429,-0.028113,0.090668,0.287377,0.233956
Expanded,Suspense Thriller19,Sound Effect,212,FS,4.818181818,4.5,4.59 ,0.133827,0.047986,0.016519,141.72303,37.967846,0.201542,2.666667,2.577953,911.847626,260.95345,0.120494,0.092082,1700.784608,370.529335,6.917675,1.587513,70.347163,30.075677,2596.741441,949.592621,1405.493882,726.278324,0.612069,0.04471,0.032997,0.01351,0.066076,0.131356,659.786339,0.738392,0.415344,4.833621,0.169842,1.23266,-0.834699,0.880282,-0.165435,0.430715,-0.241235,0.231486,0.287388,0.170872,0.09207,-0.198426,0.767372,0.809766,0.702627,0.323925,0.262193,0.345686,0.350864,0.383248,0.413186,0.330983,0.485751,0.414332,0.317221,5.176678,2.686868,73.702064,37.006974,377.980714,0.582145,0.090247,-0.016369,0.062079,0.080834,0.070512
Expanded,Ballade5,Music,213,H,4.863636364,5.590909091,5.36 ,0.091737,0.048047,0.013069,139.612408,22.568708,0.140609,1.166667,2.169286,1006.899511,191.317651,0.179814,0.057097,1667.197157,349.194415,5.956245,0.959467,57.80481,16.191903,3380.172308,486.284887,1726.079939,556.252548,0.649466,0.030665,0.035279,0.014253,0.093051,0.181212,403.930259,0.615959,0.437488,4.206696,-0.912893,1.185143,-0.501245,1.076711,-0.281515,0.522897,-0.233751,0.134549,0.195367,0.231008,-0.010557,-0.442913,0.726703,0.574363,0.429539,0.278168,0.295647,0.272135,0.281934,0.233344,0.204532,0.28936,0.321789,0.266131,0.390547,5.24063,2.825557,51.658393,33.582446,578.716574,0.644984,0.136112,5.50E-05,0.09007,0.174419,0.12724
Expanded,Documentary6,Sound Effect,214,FH,4.590909091,4.818181818,4.73 ,0.105054,0.065939,0.015916,122.33781,4.785936,0.685471,2,3.14807,1437.182663,241.306551,0.372096,0.091731,1859.021266,271.488175,4.000494,1.034525,33.500106,11.428384,4051.080246,311.594653,3055.192125,578.891648,0.688976,0.050343,0.041244,0.013303,0.051039,0.134965,225.049574,0.699585,0.447073,2.850601,-1.395008,1.662557,-0.806683,0.933252,-0.676944,0.50138,-0.078336,0.11465,0.159784,-0.154028,0.226896,-0.131933,0.811917,0.444981,0.314614,0.26879,0.322001,0.247181,0.221946,0.220235,0.219809,0.195824,0.201167,0.189765,0.18012,5.359553,2.663013,54.519023,35.480529,541.77283,0.539762,0.107775,-0.031115,0.060995,0.136684,0.166343
Expanded,LightMusic25,Music,215,H,3.181818182,5.954545455,6.00 ,0.121574,0.07408,0.012852,96.102057,6.213498,0.183284,0.833333,2.653392,862.548903,360.217333,0.135145,0.116981,1866.713305,384.825557,6.505634,1.876883,61.569981,30.483105,2868.060481,1050.47256,1337.896652,1075.021842,0.584816,0.057649,0.038732,0.014909,0.059699,0.110012,391.817803,0.685892,0.418916,4.203048,0.146007,1.464552,-0.360596,0.647893,-0.654556,0.181018,-0.320131,0.178609,0.238463,0.31123,0.092199,-0.264465,0.955272,0.590867,0.29145,0.439851,0.428194,0.25553,0.374471,0.209803,0.253988,0.206373,0.173573,0.219408,0.220709,5.112253,2.973872,23.914676,18.88986,373.534862,0.707931,0.087136,-0.05011,0.03523,0.051296,0.052018
Expanded,Siren3,Transport,217,F,7.416666667,2.541666667,2.46 ,0.239021,0.121887,0.0422,76.496988,8.830287,0.029551,0.5,1.676656,2414.235641,565.657781,0.612593,0.154844,2176.298004,223.901279,2.898455,0.519381,20.757824,4.6665,4694.823912,183.09115,4131.536942,441.90948,0.714599,0.023371,0.062476,0.018753,0.075446,0.148023,4969.053061,0.833155,0.254815,1.262412,-1.02904,1.882506,-0.083415,2.067327,-0.523859,0.804857,0.004942,0.538126,-0.179754,-0.071057,0.50541,-0.558339,0.802451,0.232793,0.16498,0.243533,0.289608,0.151528,0.125241,0.170813,0.139287,0.16907,0.172118,0.224885,0.241229,4.886697,2.400279,64.739264,48.319914,178.805988,0.565461,0.120467,-0.09655,0.03536,0.043625,0.170751
Expanded,Cave2,Nature,219,U,3.590909091,5.136363636,5.68 ,0.055331,0.062244,0.021156,117.912745,15.257226,0.275787,1.833333,2.162673,1417.053696,211.386822,0.178851,0.093671,1803.479934,344.420919,6.268667,1.132646,56.638931,17.774215,3885.495814,613.268419,1799.729361,763.229926,0.625058,0.065148,0.049075,0.020596,0.035926,0.11225,381.876601,0.410776,0.233826,2.53829,-0.869845,-0.165121,-1.25308,0.475485,0.154988,0.909451,-0.048096,-0.166855,-0.460146,-0.212091,0.13079,0.076175,1.626118,0.5676,0.544113,0.826838,0.336906,0.380726,0.594155,0.203771,0.270049,0.334315,0.191518,0.168427,0.135795,5.465556,3.346385,43.18254,55.283887,962.455978,0.262795,0.182114,-0.024117,0.066388,0.122213,0.156594
Expanded,Eagle,Animals,221,F,5.909090909,4.136363636,5.18 ,0.090232,0.146025,0.013454,130.102806,45.982477,0.312459,1.5,2.872752,3092.087919,302.543915,0.879613,0.073775,2014.419591,389.146237,4.019136,0.728574,31.654463,8.677266,5179.015004,1028.6887,3586.956232,263.715609,0.681542,0.045196,0.080259,0.035436,0.041569,0.147875,2916.028336,0.207349,0.428851,-0.297159,-0.276334,0.674622,-0.506004,0.179232,0.053984,-0.064494,0.041875,0.19679,-0.099179,0.092153,-0.030142,0.022472,0.578414,0.425628,0.985357,0.75543,0.288115,0.170572,0.171976,0.154395,0.328126,0.192478,0.161693,0.114189,0.131153,6.389349,3.436519,92.684165,154.88026,308.81778,0.161227,0.231283,-0.013477,0.038909,0.064998,0.173646
Expanded,Siren4,Transport,222,U,5.5,4.083333333,5.25 ,0.256174,0.129964,0.124195,115.781857,5.400547,0.26344,0.833333,1.67952,1099.399595,203.180458,0.215524,0.075662,1651.220305,228.235411,6.054293,1.109629,60.570536,17.289789,3483.738906,446.757883,2103.496625,609.364303,0.666672,0.027094,0.03392,0.011349,0.048933,0.152576,2863.457392,0.417704,0.297657,4.452943,-1.057263,1.389316,-0.977103,0.843052,-0.236768,0.596083,-0.371627,-0.337391,-0.016136,-0.180335,-0.10125,-0.269253,0.769039,0.28493,0.281078,0.250239,0.302716,0.230217,0.231571,0.136868,0.272243,0.158697,0.141501,0.191966,0.128424,4.738695,2.895485,32.115388,16.725165,92.753244,0.665171,0.076928,0.098333,0.090939,0.051393,0.077744
Expanded,Machine Error1,Daily Routine Sound,224,F,6.272727273,2.5,4.18 ,0.158215,0.180886,0.063515,66.959642,3.47356,0.376863,2.333333,2.233452,1693.909132,251.501073,0.454103,0.0802,1760.07267,550.587535,4.263046,0.762049,39.352128,8.013324,3983.38418,917.580384,3014.992969,275.100878,0.732425,0.025833,0.03688,0.031539,0.013009,0.070596,3837.262154,0.380143,0.441194,1.781621,-1.233896,0.855373,-0.756761,0.430572,-0.274541,0.22989,0.252046,0.152777,0.210667,-0.054056,0.198186,0.068853,1.712809,1.232118,0.842526,0.7998,0.425485,0.313231,0.239843,0.288662,0.202523,0.230474,0.159108,0.230635,0.106913,5.558709,3.757536,114.897062,133.478041,836.122611,0.281662,0.261734,-0.056822,0.066428,0.1216,0.282125
Expanded,Machine Error2,Daily Routine Sound,225,F,7.590909091,2.090909091,3.23 ,0.227389,0.141319,0.019898,59.369108,0.320401,0.550477,1,2.640756,2369.586421,94.716974,0.743212,0.023049,1639.65744,244.028089,3.889133,0.522175,35.914847,5.67233,4032.385101,290.443101,3463.331917,48.545336,0.727801,0.014863,0.04567,0.020315,0.13392,0.219341,9510.707387,0.577645,0.413482,1.515738,-2.907016,1.101495,-1.46861,0.557036,-1.219281,-0.233532,0.824576,0.022972,0.103657,0.070912,0.057697,0.265616,0.26308,0.356377,0.245577,0.372674,0.318139,0.209641,0.198871,0.173544,0.177443,0.14687,0.0791,0.10095,0.105812,5.19583,3.007753,93.641612,73.88777,807.52238,0.426296,0.108406,-0.023363,0.051794,0.101442,0.216452
Expanded,Cat2,Animals,226,H,4.88,4.96,5.28 ,0.036809,0.04048,0.042598,119.94962,18.87841,0.02206,1,1.905511,1914.517715,347.239306,0.567645,0.152759,1740.035199,214.075186,4.143253,0.55335,35.638925,5.843965,4381.862318,294.68012,2995.78882,245.219124,0.713286,0.022862,0.048076,0.016629,0.059173,0.121128,100.610747,0.529591,0.299525,1.447238,-1.139515,0.911238,-0.593078,0.075437,-0.2986,0.271138,-0.273048,0.230456,-0.132639,0.00784,0.039174,-0.252256,1.2587,0.903432,0.736565,0.496777,0.236713,0.368309,0.265476,0.256246,0.264316,0.16502,0.19026,0.148233,0.263777,5.761051,3.14177,29.006588,35.58536,416.773439,0.346845,0.292158,-0.023891,0.058693,0.127422,0.231559
Expanded,Clock2,Daily Routine Sound,227,U,6.045454545,4.772727273,5.00 ,0.174186,0.151184,0.057528,92.353194,26.612269,0.03629,1.333333,1.353011,1457.319887,354.880501,0.345632,0.103758,1699.802723,388.675079,5.38444,1.697816,53.844712,23.392814,3578.340845,787.172726,2478.660884,863.468801,0.68926,0.035939,0.034486,0.018572,0.069487,0.144286,2120.559964,0.599117,0.401394,3.831393,-1.941231,1.130451,-0.954033,0.618964,-0.789127,0.268736,-0.207666,0.338277,0.187124,-0.030418,-0.109425,-0.593407,0.978893,0.604313,0.344966,0.311044,0.406711,0.255789,0.388981,0.26517,0.200187,0.224796,0.140383,0.166413,0.2373,5.325677,3.40876,93.374513,95.328472,514.4531,0.596042,0.148292,-0.12571,0.088788,0.165936,0.198362
Expanded,Helicopter3,Transport,233,FH,5.772727273,4.590909091,4.77 ,0.151621,0.033965,0.024033,167.699684,2.363039,0.491074,7.166667,2.26442,1590.729001,221.866543,0.405339,0.074548,1876.619794,265.322002,3.365595,0.799084,26.931137,5.465467,4243.302375,116.885911,3271.830564,237.064557,0.704538,0.040536,0.038173,0.015742,0.037217,0.10402,733.347225,0.815827,0.454996,2.778148,-1.082547,2.096026,-1.310676,1.214204,-0.064551,0.880512,-0.00317,0.602889,0.320549,-0.027408,0.345689,-0.22381,0.330082,0.339564,0.27917,0.373441,0.224564,0.264916,0.172364,0.172181,0.153059,0.134875,0.140675,0.142826,0.140425,4.965337,2.252666,81.905649,35.194266,712.483384,0.6134,0.112237,-0.07361,0.051644,0.076704,0.071976
Expanded,Cow,Animals,234,H,5.708333333,5.166666667,5.13 ,0.114539,0.103934,0.085272,156.782896,18.961584,0.166199,0.333333,1.992612,1552.834026,345.770737,0.322198,0.152691,1735.474055,275.332665,4.85118,1.976482,44.406855,22.020882,3824.305885,644.054872,2688.496993,1008.403995,0.669791,0.067444,0.033181,0.013795,0.119523,0.177212,259.383811,0.692278,0.371778,3.670955,-1.651336,0.757303,-1.426485,0.592009,-0.887853,0.910482,-0.085819,0.392774,0.419815,0.213265,0.265094,-0.107594,0.77441,0.282533,0.579274,0.33603,0.373321,0.525202,0.395329,0.287063,0.175893,0.242961,0.209772,0.294581,0.245232,5.485846,3.139828,47.031658,46.09531,616.858278,0.647876,0.173543,-0.061947,0.065623,0.254109,0.28503
Expanded,Crow,Animals,235,S,4.636363636,4.681818182,5.68 ,0.094283,0.076503,0.018181,159.577849,12.224163,0.250216,2.666667,2.293598,1960.466616,125.479589,0.391839,0.052984,1830.053982,268.438888,4.916781,0.484841,41.018294,6.790805,4215.124512,224.450355,3344.232437,125.718571,0.644974,0.035869,0.051273,0.017852,0.048308,0.124139,784.465548,0.658425,0.304244,0.856076,-2.245755,-0.208943,-0.872895,1.664813,-0.401999,-0.253732,-0.376833,-0.65713,-0.027665,0.827435,0.475838,-0.301154,0.561964,1.094728,0.282904,0.43753,0.817967,0.27722,0.267182,0.243512,0.390647,0.25323,0.503705,0.305224,0.298844,5.14478,3.050829,72.35437,62.55226,1182.518893,0.365321,0.159161,-0.002479,0.050034,0.130886,0.192561
Expanded,Symphony1,Music,237,U,4.92,5.8,5.12 ,0.180353,0.128758,0.016671,116.371627,34.608332,0.143228,1.166667,2.686638,872.658503,143.78188,0.130894,0.038226,1698.737176,346.793844,6.659106,1.042346,64.467317,19.478941,3063.143382,600.281502,1277.968463,421.522306,0.602649,0.044981,0.037541,0.015356,0.048013,0.135944,557.733871,0.849025,0.374037,4.57917,-0.122416,1.505731,-0.271532,0.666326,-0.442591,0.344672,-0.252375,-0.209975,-0.161639,-0.172451,0.112875,0.012178,0.468064,0.245422,0.321706,0.257865,0.302602,0.213448,0.364461,0.211105,0.366434,0.200997,0.187676,0.222482,0.259225,5.483517,2.813104,55.358144,34.322579,345.879609,0.668386,0.102692,-0.04684,0.122222,0.141365,0.18739
Expanded,Door,Daily Routine Sound,238,F,4.045454545,4.636363636,5.59 ,0.051647,0.064419,0.018023,182.714165,3.653169,0.125783,1,3.596194,1574.630765,368.406388,0.39631,0.119635,1870.322088,271.953463,3.344007,1.12943,26.854344,9.774153,4203.244907,339.010129,3208.856124,685.308004,0.71609,0.064446,0.041269,0.015699,0.039303,0.105488,31.796099,0.392148,0.368672,2.739339,-1.127567,1.685934,-0.963716,1.117525,-0.50874,0.445313,-0.233749,0.118197,0.045503,-0.077016,0.024777,-0.189494,0.559425,0.33291,0.390931,0.406423,0.276441,0.274975,0.210349,0.212412,0.176573,0.196178,0.16074,0.145041,0.161671,6.055671,2.441273,36.774239,41.678202,884.294443,0.485807,0.149233,-0.02663,0.112203,0.378145,0.314775
Expanded,Machine2,Daily Routine Sound,240,F,6.75,2.25,3.46 ,0.298305,0.067799,0.013613,114.815625,0.182381,0.28194,2,2.263723,1847.216448,89.443106,0.489614,0.0298,1515.440429,220.906325,3.628858,1.06506,35.372549,9.392379,4125.590534,86.239902,3139.207656,133.140046,0.763258,0.004906,0.023886,0.0126,0.104433,0.183529,11034.89679,0.387083,0.450487,3.386996,-2.455172,1.636506,-1.602647,0.997809,-0.93611,0.372572,-0.264904,0.526467,0.100829,-0.362674,0.147329,-0.207611,0.268824,0.25073,0.243635,0.217955,0.208476,0.204516,0.156655,0.17542,0.152743,0.148027,0.131858,0.127073,0.141655,4.993382,2.746019,235.099237,53.84652,687.734237,0.458806,0.11115,-0.037861,0.089308,0.186183,0.076424
Expanded,Elephant,Animals,241,F,6.272727273,3.772727273,4.55 ,0.156488,0.111292,0.017489,126.710446,51.077087,0.150925,1.666667,2.099638,1208.379746,216.010753,0.226262,0.067114,1550.690586,269.563331,6.394134,0.791925,65.116875,14.604593,3221.236021,698.545927,1920.608691,341.698072,0.668537,0.028361,0.036309,0.012529,0.084178,0.146855,1267.161502,0.725321,0.355898,3.553048,-1.279302,0.686963,-0.667638,0.161335,-0.523851,0.078587,-0.112948,0.209747,0.163791,0.133025,0.216107,-0.020603,1.651744,0.709534,0.512985,0.445488,0.350268,0.327637,0.397992,0.457941,0.389294,0.449348,0.379531,0.271449,0.197422,5.314053,2.95226,97.369137,71.069243,736.826637,0.39499,0.212433,-0.01351,0.066187,0.190119,0.221401
Expanded,Train2,Transport,243,F,5.541666667,3.875,4.33 ,0.116169,0.092641,0.026203,109.85147,25.68081,0.148858,1.166667,3.798071,1071.656577,265.705686,0.218021,0.088464,1757.787225,323.382949,4.908535,1.181119,43.146658,14.710656,3889.761416,444.24312,2182.646913,755.490657,0.67173,0.047959,0.035415,0.014907,0.049356,0.106997,576.786291,0.365659,0.464179,3.80137,-0.491393,1.602601,-0.685569,1.271164,-0.484843,0.502359,-0.270634,0.146451,0.040201,-0.00959,0.106695,-0.250059,0.49653,0.548095,0.271507,0.291313,0.236373,0.258629,0.163048,0.200627,0.168657,0.150377,0.160612,0.146004,0.129678,5.761821,2.624207,99.09761,93.396042,295.518632,0.454579,0.119324,-0.007533,0.08467,0.257332,0.1779
Expanded,Pops2,Music,244,H,5.681818182,5.818181818,6.18 ,0.088104,0.054125,0.015584,122.408398,18.622043,0.365206,1.666667,1.995652,2105.52199,277.317679,0.61321,0.108712,1725.672372,206.812956,3.165471,0.827714,29.086228,6.23358,4277.404121,160.889655,3593.296961,214.451976,0.71693,0.021473,0.031203,0.012483,0.045389,0.100286,335.178586,0.864815,0.397635,2.050968,-1.9353,1.899801,-1.377248,1.173318,-0.906873,0.585451,-0.109485,0.101826,-0.334241,-0.403985,0.160656,-0.360369,0.61656,0.300406,0.209274,0.285314,0.23041,0.187127,0.243961,0.248659,0.323048,0.241979,0.169509,0.185489,0.153282,5.321913,3.126892,54.621847,38.34785,751.766224,0.734807,0.125213,-0.056558,0.081487,0.113735,0.154315
Expanded,Gunslinging1,Breaking Sound,246,F,6.227272727,3.5,4.86 ,0.113866,0.116643,0.016349,107.549122,17.879937,0.01458,1,2.086462,1784.940568,365.642929,0.475301,0.105018,1768.887683,576.975645,3.834463,0.649736,33.680314,7.652226,4508.529275,1559.541361,3275.069331,617.572831,0.747231,0.024243,0.043377,0.042031,0.104974,0.188256,1110.263186,0.335754,0.450603,2.53022,-1.355221,1.242841,-0.685187,1.083315,-0.646801,0.500054,-0.108494,0.204255,-0.098723,0.013505,0.256145,-0.211643,1.212289,0.752992,0.606251,0.439063,0.515082,0.405235,0.259805,0.249503,0.218394,0.232221,0.201276,0.208573,0.225018,6.033018,2.929782,104.036007,120.46925,570.210159,0.373485,0.228762,-0.021735,0.101042,0.282243,0.283496
Expanded,Horse,Animals,247,H,5.590909091,5.318181818,5.50 ,0.093579,0.0659,0.023468,122.686336,46.732429,0.272469,2.666667,2.216048,1795.428813,199.222149,0.529425,0.111868,1493.392459,293.048337,4.599616,1.261972,47.350425,13.935284,3870.30993,284.698664,2888.613089,348.49502,0.735299,0.023717,0.027901,0.015749,0.092861,0.157036,881.107722,0.509325,0.36552,2.992923,-2.610851,1.235021,-1.24577,0.611273,-0.989043,0.316082,-0.29817,0.199029,-0.09832,-0.11194,0.053239,0.05718,0.946067,0.816027,0.469528,0.408883,0.500184,0.374143,0.308349,0.363037,0.312678,0.267947,0.248997,0.166348,0.224659,5.522802,3.088824,91.469892,67.381612,747.337272,0.397675,0.176545,-0.028209,0.074444,0.297594,0.321193
Expanded,LightMusic26,Music,248,H,4.75,6.208333333,5.50 ,0.165145,0.108496,0.020377,107.034183,0.383456,0.305191,2.166667,3.059769,1037.040549,290.851968,0.153266,0.09863,1981.668352,421.718057,6.200087,1.505603,54.558862,25.525089,3253.540856,814.980316,1402.135873,947.523226,0.54038,0.059843,0.042368,0.018314,0.071924,0.152693,215.062912,0.652856,0.304172,3.92063,0.397795,1.896518,-0.027343,0.634656,-0.596013,-0.107662,-0.704461,-0.003809,0.134571,-0.232701,-0.227171,0.466547,0.595878,0.533294,0.321783,0.435085,0.393968,0.350948,0.317485,0.215582,0.225518,0.352313,0.151624,0.271181,0.359131,5.536073,3.071075,59.649749,59.530989,252.885579,0.711909,0.159737,-0.060128,0.158186,0.1254,0.185684
Expanded,LightMusic27,Music,249,H,4.958333333,6.291666667,6.04 ,0.115172,0.087597,0.01337,98.242183,21.499406,0.276351,1,3.517957,1016.626138,290.80529,0.134957,0.099095,1886.838313,438.381782,6.702364,1.816083,63.009304,34.154666,3003.930775,1250.934109,1346.265647,949.93835,0.549835,0.058357,0.042719,0.023552,0.048944,0.102511,839.195046,0.560288,0.358289,3.893354,0.498733,1.571632,-0.305277,0.398081,-0.732576,-0.387247,-0.682868,-0.14084,-0.053681,-0.154207,0.06847,-0.03767,1.234312,0.764076,0.488115,0.390311,0.789703,0.60414,0.471563,0.550941,0.360846,0.246415,0.322885,0.288863,0.195605,5.240244,2.984005,38.049761,34.337056,486.815698,0.701205,0.177577,0.013316,0.133795,0.154896,0.146856
Expanded,LightMusic28,Music,250,H,4.136363636,6.227272727,5.55 ,0.133395,0.074107,0.018538,91.453989,30.572368,0.239606,2.666667,2.644687,1004.713061,181.029054,0.10336,0.060526,1749.682275,412.182608,7.263439,1.456447,73.499547,32.252409,2596.54541,866.477166,1287.128328,507.710475,0.566428,0.039827,0.034811,0.01519,0.080917,0.135048,772.521003,0.595618,0.371398,4.484631,0.055522,1.109657,-0.724377,-0.170468,-1.398776,-0.775985,-0.198049,0.838509,0.245914,-0.141318,-0.057423,-0.113928,0.976898,0.595859,0.387763,0.484698,0.492858,0.635109,0.66611,0.386729,0.350325,0.247219,0.381059,0.38556,0.239712,5.40472,2.979194,58.585496,36.638792,680.966802,0.735154,0.14757,-0.115652,0.143756,0.1526,0.143493
Expanded,VideoGame15,Music,252,H,5.625,5.916666667,5.88 ,0.079764,0.061502,0.018078,87.336435,24.221224,0.190781,0.666667,2.916,1503.921296,162.044203,0.319372,0.03395,1944.362994,313.736233,4.017574,0.383248,30.960209,4.14181,4436.896379,597.056053,3276.820217,309.623211,0.670063,0.019922,0.040876,0.020337,0.040509,0.102085,209.524061,0.578686,0.397926,3.012856,-0.468773,1.349958,-0.804942,0.979437,-0.785428,0.187238,-0.612134,0.297599,0.117281,-0.32145,-0.043502,-0.499373,0.875415,0.383341,0.46169,0.336288,0.35957,0.328104,0.184355,0.259307,0.218979,0.215176,0.239555,0.170366,0.261649,5.434726,2.84387,24.768192,27.068042,373.195462,0.718215,0.178898,0.037564,0.086351,0.054267,0.11202
Expanded,VideoGame16,Music,253,H,5.458333333,6.833333333,5.79 ,0.201531,0.066269,0.011282,92.218623,16.733893,0.228854,1.833333,3.574828,652.101784,115.036868,0.040224,0.015237,1610.748394,435.358687,9.071336,2.185198,107.178306,59.640132,1300.821702,541.003898,747.085022,120.8121,0.556413,0.028964,0.029319,0.013781,0.086138,0.131691,1835.262895,0.519682,0.421034,5.758282,1.188648,0.830414,-0.404677,0.093234,-0.367441,0.298738,0.233537,0.262105,-0.017133,-0.020081,0.18388,0.086467,0.732254,0.397077,0.434253,0.409307,0.452348,0.343484,0.401028,0.333027,0.323185,0.238183,0.2616,0.191916,0.186316,5.020693,2.718919,80.567247,54.919319,429.75098,0.687343,0.066972,-0.005333,0.125455,0.144505,0.140993
Expanded,Goat1,Animals,254,FH,5.818181818,3.681818182,4.68 ,0.076125,0.075902,0.030793,153.373919,0.259907,0.279735,3.5,1.818323,1373.67161,199.543146,0.338678,0.084557,1696.875419,365.08195,5.161666,0.691495,48.640865,9.719481,3551.909491,329.023199,2419.430997,400.756337,0.704573,0.041208,0.040988,0.020395,0.035917,0.119098,540.703388,0.347481,0.405247,2.305635,-1.066572,0.733816,-0.539986,0.216598,-0.225108,0.135683,-0.025826,-0.051817,0.261224,0.067621,-0.204762,0.120294,1.956818,1.0151,0.670004,0.516823,0.370578,0.270844,0.237525,0.128463,0.188778,0.295284,0.137708,0.24881,0.233462,5.510828,3.393197,67.992148,69.583216,717.043774,0.23913,0.202438,-0.04244,0.068269,0.201416,0.30527
Expanded,Train3,Transport,255,H,5.909090909,5.5,5.45 ,0.068359,0.077044,0.066998,101.438212,11.38853,0.387557,0.666667,2.450901,1980.85154,302.906723,0.513173,0.158227,1903.360837,234.747346,3.40269,1.300501,28.800777,10.549545,4372.141205,222.295018,3535.319487,541.485242,0.686183,0.059138,0.040638,0.013942,0.025701,0.096623,38.722667,0.481813,0.415632,1.542162,-2.312384,1.105928,-1.815709,0.838607,-0.827673,0.719515,-0.258477,0.26992,0.160792,0.084451,0.110353,-0.390107,0.552642,0.248791,0.782985,0.544246,0.55002,0.2971,0.175637,0.169773,0.171513,0.450949,0.285195,0.151432,0.21804,6.227745,3.078364,25.301633,29.391826,853.538556,0.337495,0.291921,-0.044268,0.068426,0.256257,0.451608
